island,collection_id,img1id0,img1id1,img2id0,img2id1
jamaica,NCAP_DOS_55_JA,4,1,4,37
jamaica,NCAP_DOS_55_JA,4,37,7,1
jamaica,NCAP_DOS_55_JA,7,1,11,1
jamaica,NCAP_DOS_55_JA,11,1,32,1
jamaica,NCAP_DOS_55_JA,35,64,28,34
jamaica,NCAP_DOS_55_JA,28,34,28,2
jamaica,NCAP_DOS_55_JA,28,2,6,109
jamaica,NCAP_DOS_55_JA,6,109,6,43
jamaica,NCAP_DOS_55_JA,6,43,7,46
jamaica,NCAP_DOS_55_JA,7,46,7,47
jamaica,NCAP_DOS_55_JA,7,46,28,37
jamaica,NCAP_DOS_55_JA,28,37,37,1
jamaica,NCAP_DOS_55_JA,37,1,31,32
jamaica,NCAP_DOS_55_JA,31,33,31,32
jamaica,NCAP_DOS_55_JA,31,33,37,25
jamaica,NCAP_DOS_55_JA,37,25,31,77
jamaica,NCAP_DOS_55_JA,31,77,32,165
jamaica,NCAP_DOS_55_JA,32,165,32,166
jamaica,NCAP_DOS_55_JA,32,166,16,158
jamaica,NCAP_DOS_55_JA,16,158,16,129
jamaica,NCAP_DOS_55_JA,16,129,16,122
jamaica,NCAP_DOS_55_JA,16,122,16,89
jamaica,NCAP_DOS_55_JA,16,89,16,88
jamaica,NCAP_DOS_55_JA,16,85,17,29
jamaica,NCAP_DOS_55_JA,17,29,16,1
jamaica,NCAP_DOS_55_JA,16,1,16,48
jamaica,NCAP_DOS_55_JA,34,20,32,199
jamaica,NCAP_DOS_55_JA,32,199,19,62
jamaica,NCAP_DOS_55_JA,19,62,19,61
jamaica,NCAP_DOS_55_JA,19,8,20,12
jamaica,NCAP_DOS_55_JA,20,12,30,9
jamaica,NCAP_DOS_55_JA,30,9,17,3
jamaica,NCAP_DOS_55_JA,17,3,16,27
jamaica,NCAP_DOS_55_JA,16,27,20,33
montserrat,NCAP_DOS_8_MO,1,22,1,25
montserrat,NCAP_DOS_8_MO,1,1,1,2
montserrat,NCAP_DOS_8_MO,1,2,3,1
montserrat,NCAP_DOS_8_MO,1,2,2,1
montserrat,NCAP_DOS_8_MO,3,9,3,10
montserrat,NCAP_DOS_8_MO,2,9,2,10
montserrat,NCAP_DOS_8_MO,1,15,3,9
montserrat,NCAP_DOS_8_MO,1,15,2,9
montserrat,NCAP_DOS_8_MO,3,5,3,6
montserrat,NCAP_DOS_8_MO,3,7,3,6
montserrat,NCAP_DOS_8_MO,1,3,3,2
montserrat,NCAP_DOS_8_MO,1,3,2,2
virginislands,NCAP_DOS_103_VI,2,137,2,114
virginislands,NCAP_DOS_103_VI,2,136,2,121
virginislands,NCAP_DOS_103_VI,2,79,2,80
virginislands,NCAP_DOS_103_VI,2,80,3,201
virginislands,NCAP_DOS_103_VI,3,203,3,204
virginislands,NCAP_DOS_103_VI,4,3,4,2
virginislands,NCAP_DOS_103_VI,4,2,4,1
virginislands,NCAP_DOS_103_VI,4,17,4,18
virginislands,NCAP_DOS_103_VI,4,18,4,19
virginislands,NCAP_DOS_103_VI,2,55,2,56
virginislands,NCAP_DOS_103_VI,1,36,1,37
virginislands,NCAP_DOS_103_VI,1,37,1,38
virginislands,NCAP_DOS_103_VI,2,57,4,4
virginislands,NCAP_DOS_103_VI,1,39,4,4
virginislands,NCAP_DOS_103_VI,4,25,4,26
virginislands,NCAP_DOS_103_VI,4,26,4,27
virginislands,NCAP_DOS_103_VI,2,73,1,54
virginislands,NCAP_DOS_103_VI,2,73,4,17
virginislands,NCAP_DOS_103_VI,4,8,4,9
virginislands,NCAP_DOS_103_VI,4,9,4,10
virginislands,NCAP_DOS_103_VI,4,10,4,11
virginislands,NCAP_DOS_103_VI,1,41,1,42
virginislands,NCAP_DOS_103_VI,1,42,1,43
virginislands,NCAP_DOS_103_VI,1,43,1,44
virginislands,NCAP_DOS_103_VI,2,62,4,11
virginislands,NCAP_DOS_103_VI,2,61,2,62
virginislands,NCAP_DOS_103_VI,2,62,2,63
virginislands,NCAP_DOS_103_VI,4,88,3,49
virginislands,NCAP_DOS_103_VI,4,88,4,141
virginislands,NCAP_DOS_103_VI,4,88,4,87
virginislands,NCAP_DOS_103_VI,5,13,3,22
virginislands,NCAP_DOS_103_VI,5,13,3,23
virginislands,NCAP_DOS_103_VI,5,1,4,201
virginislands,NCAP_DOS_103_VI,4,216,4,113
virginislands,NCAP_DOS_103_VI,4,216,4,53
virginislands,NCAP_DOS_103_VI,4,216,4,52
virginislands,NCAP_DOS_103_VI,4,57,1,69
virginislands,NCAP_DOS_103_VI,4,57,2,40
virginislands,NCAP_DOS_103_VI,1,65,2,42
virginislands,NCAP_DOS_103_VI,1,65,1,23
virginislands,NCAP_DOS_103_VI,4,50,4,213
virginislands,NCAP_DOS_103_VI,4,201,4,202
virginislands,NCAP_DOS_103_VI,4,206,4,122
virginislands,NCAP_DOS_103_VI,3,163,3,51
virginislands,NCAP_DOS_103_VI,3,49,1,98
virginislands,NCAP_DOS_103_VI,3,49,2,152
virginislands,NCAP_DOS_103_VI,3,96,3,8
virginislands,NCAP_DOS_103_VI,3,96,4,178
virginislands,NCAP_DOS_103_VI,2,180,2,179
virginislands,NCAP_DOS_103_VI,2,179,2,178
virginislands,NCAP_DOS_103_VI,3,8,3,9
virginislands,NCAP_DOS_103_VI,3,117,2,12
virginislands,NCAP_DOS_103_VI,4,193,4,179
virginislands,NCAP_DOS_103_VI,3,117,2,168
virginislands,NCAP_DOS_103_VI,2,168,4,192
virginislands,NCAP_DOS_103_VI,3,97,2,191
virginislands,NCAP_DOS_103_VI,2,18,2,19
virginislands,NCAP_DOS_103_VI,2,19,2,20
virginislands,NCAP_DOS_103_VI,2,20,2,21
virginislands,NCAP_DOS_103_VI,2,21,2,22
virginislands,NCAP_DOS_103_VI,2,22,2,23
virginislands,NCAP_DOS_103_VI,3,116,3,115
virginislands,NCAP_DOS_103_VI,3,113,3,114
virginislands,NCAP_DOS_103_VI,3,115,3,114
dominica,NCAP_DOS_16_WW,1,47,1,46
dominica,NCAP_DOS_16_WW,1,46,1,45
dominica,NCAP_DOS_16_WW,1,45,1,44
dominica,NCAP_DOS_16_WW,1,44,1,50
dominica,NCAP_DOS_16_WW,1,30,1,29
dominica,NCAP_DOS_16_WW,1,29,1,28
dominica,NCAP_DOS_16_WW,1,28,1,27
dominica,NCAP_DOS_16_WW,1,27,1,26
dominica,NCAP_DOS_16_WW,1,26,1,25
dominica,NCAP_DOS_16_WW,1,25,1,24
dominica,NCAP_DOS_16_WW,1,33,1,34
dominica,NCAP_DOS_16_WW,1,34,1,35
dominica,NCAP_DOS_16_WW,1,35,1,36
dominica,NCAP_DOS_16_WW,1,36,1,37
dominica,NCAP_DOS_16_WW,1,37,1,38
dominica,NCAP_DOS_16_WW,1,39,1,40
dominica,NCAP_DOS_16_WW,1,13,1,14
dominica,NCAP_DOS_16_WW,1,14,1,15
dominica,NCAP_DOS_16_WW,1,4,1,5
dominica,NCAP_DOS_16_WW,1,62,1,63
dominica,NCAP_DOS_16_WW,1,63,1,64
dominica,NCAP_DOS_16_WW,1,64,1,65
dominica,NCAP_DOS_16_WW,1,65,1,66
dominica,NCAP_DOS_16_WW,1,59,1,60
dominica,NCAP_DOS_16_WW,1,58,1,59
dominica,NCAP_DOS_16_WW,1,70,1,71
dominica,NCAP_DOS_16_WW,1,71,1,72
dominica,NCAP_DOS_16_WW,1,72,1,73
dominica,NCAP_DOS_16_WW,1,73,1,74
dominica,NCAP_DOS_16_WW,1,74,1,75
dominica,NCAP_DOS_16_WW,1,57,1,70
dominica,NCAP_DOS_16_WW,1,70,1,68
dominica,NCAP_DOS_16_WW,1,68,1,82
dominica,NCAP_DOS_16_WW,1,82,1,9
dominica,NCAP_DOS_16_WW,1,9,1,10
dominica,NCAP_DOS_16_WW,1,10,1,31
dominica,NCAP_DOS_16_WW,1,31,1,30
dominica,NCAP_DOS_16_WW,1,30,1,48
dominica,NCAP_DOS_16_WW,1,48,1,47
dominica,NCAP_DOS_16_WW,1,56,1,20
dominica,NCAP_DOS_16_WW,1,20,1,40
dominica,NCAP_DOS_16_WW,1,40,1,18
dominica,NCAP_DOS_16_WW,1,18,1,2
dominica,NCAP_DOS_16_WW,1,2,1,76
dominica,NCAP_DOS_16_WW,1,76,1,62
dominica,NCAP_DOS_16_WW,1,62,1,75
stvincentgrenadines,NCAP_DOS_116_VC,1,105,1,106
stvincentgrenadines,NCAP_DOS_116_VC,1,104,1,105
stvincentgrenadines,NCAP_DOS_116_VC,1,191,1,192
stvincentgrenadines,NCAP_DOS_116_VC,1,137,1,90
stvincentgrenadines,NCAP_DOS_116_VC,1,104,1,103
stvincentgrenadines,NCAP_DOS_CAR,22,92,22,93
stvincentgrenadines,NCAP_DOS_CAR,22,93,22,94
stvincentgrenadines,NCAP_DOS_CAR,22,94,22,95
stvincentgrenadines,NCAP_DOS_CAR,22,95,22,96
stvincentgrenadines,NCAP_DOS_CAR,22,63,22,62
stvincentgrenadines,NCAP_DOS_CAR,22,62,22,61
stvincentgrenadines,NCAP_DOS_CAR,22,61,22,60
stvincentgrenadines,NCAP_DOS_CAR,22,60,22,59
stvincentgrenadines,NCAP_DOS_CAR,22,59,22,96
stvincentgrenadines,NCAP_DOS_CAR,22,117,22,116
stvincentgrenadines,NCAP_DOS_CAR,22,116,22,115
stvincentgrenadines,NCAP_DOS_CAR,22,115,22,114
stvincentgrenadines,NCAP_DOS_CAR,22,114,22,113
stvincentgrenadines,NCAP_DOS_CAR,22,113,22,112
stvincentgrenadines,NCAP_DOS_CAR,22,129,22,130
stvincentgrenadines,NCAP_DOS_CAR,22,130,22,131
stvincentgrenadines,NCAP_DOS_CAR,22,131,22,132
stvincentgrenadines,NCAP_DOS_CAR,22,132,22,133
stvincentgrenadines,NCAP_DOS_CAR,22,133,22,134
stvincentgrenadines,NCAP_DOS_CAR,22,134,22,135
stvincentgrenadines,NCAP_DOS_CAR,22,135,22,136
stvincentgrenadines,NCAP_DOS_CAR,22,136,22,137
stvincentgrenadines,NCAP_DOS_CAR,22,146,22,147
stvincentgrenadines,NCAP_DOS_CAR,22,147,22,148
stvincentgrenadines,NCAP_DOS_CAR,23,3,23,4
stvincentgrenadines,NCAP_DOS_CAR,23,4,23,5
stvincentgrenadines,NCAP_DOS_CAR,23,5,23,6
stvincentgrenadines,NCAP_DOS_CAR,23,6,23,7
stvincentgrenadines,NCAP_DOS_CAR,23,7,23,8
stvincentgrenadines,NCAP_DOS_CAR,23,8,23,9
stvincentgrenadines,NCAP_DOS_CAR,23,9,23,10
stvincentgrenadines,NCAP_DOS_CAR,23,10,23,11
stvincentgrenadines,NCAP_DOS_CAR,23,11,23,12
stvincentgrenadines,NCAP_DOS_CAR,23,12,23,13
stvincentgrenadines,NCAP_DOS_CAR,23,13,23,14
stvincentgrenadines,NCAP_DOS_CAR,23,14,23,15
stvincentgrenadines,NCAP_DOS_CAR,23,15,23,16
stvincentgrenadines,NCAP_DOS_CAR,23,16,23,17
stvincentgrenadines,NCAP_DOS_CAR,23,17,23,18
stvincentgrenadines,NCAP_DOS_CAR,23,18,23,19
stvincentgrenadines,NCAP_DOS_CAR,23,19,23,20
stvincentgrenadines,NCAP_DOS_CAR,23,20,23,21
stvincentgrenadines,NCAP_DOS_CAR,23,33,23,34
stvincentgrenadines,NCAP_DOS_CAR,23,34,23,35
stvincentgrenadines,NCAP_DOS_CAR,23,66,23,67
stvincentgrenadines,NCAP_DOS_CAR,23,67,23,68
stvincentgrenadines,NCAP_DOS_CAR,23,68,23,69
stvincentgrenadines,NCAP_DOS_CAR,23,69,23,70
stvincentgrenadines,NCAP_DOS_CAR,23,71,23,72
stvincentgrenadines,NCAP_DOS_CAR,23,72,23,73
stvincentgrenadines,NCAP_DOS_CAR,23,73,23,74
stvincentgrenadines,NCAP_DOS_CAR,23,75,23,76
stvincentgrenadines,NCAP_DOS_CAR,23,76,23,77
stvincentgrenadines,NCAP_DOS_CAR,21,7,21,6
stvincentgrenadines,NCAP_DOS_CAR,21,6,21,5
stvincentgrenadines,NCAP_DOS_CAR,21,58,21,57
stvincentgrenadines,NCAP_DOS_CAR,21,57,21,56
stvincentgrenadines,NCAP_DOS_CAR,21,56,21,55
stvincentgrenadines,NCAP_DOS_CAR,21,55,21,54
stvincentgrenadines,NCAP_DOS_CAR,21,54,21,53
stvincentgrenadines,NCAP_DOS_CAR,21,53,21,52
stvincentgrenadines,NCAP_DOS_CAR,21,66,21,67
stvincentgrenadines,NCAP_DOS_CAR,21,67,21,68
stvincentgrenadines,NCAP_DOS_CAR,21,68,21,69
stvincentgrenadines,NCAP_DOS_CAR,21,69,21,70
stvincentgrenadines,NCAP_DOS_CAR,21,70,21,71
stvincentgrenadines,NCAP_DOS_CAR,19,114,19,113
stvincentgrenadines,NCAP_DOS_CAR,19,113,19,112
stvincentgrenadines,NCAP_DOS_CAR,22,59,22,96
stvincentgrenadines,NCAP_DOS_CAR,22,147,22,96
stvincentgrenadines,NCAP_DOS_CAR,22,147,23,3
stvincentgrenadines,NCAP_DOS_CAR,22,122,22,127
stvincentgrenadines,NCAP_DOS_CAR,23,31,22,127
stvincentgrenadines,NCAP_DOS_CAR,23,31,23,80
stvincentgrenadines,NCAP_DOS_CAR,21,3,23,80
stvincentgrenadines,NCAP_DOS_CAR,21,2,21,50
stvincentgrenadines,NCAP_DOS_CAR,21,51,21,72
stvincentgrenadines,NCAP_DOS_CAR,19,96,21,67
stvincentgrenadines,NCAP_DOS_CAR,21,66,19,114
stvincentgrenadines,NCAP_DOS_CAR,19,114,21,57
stvincentgrenadines,NCAP_DOS_CAR,21,59,21,16
stvincentgrenadines,NCAP_DOS_CAR,21,16,23,64
stlucia,NCAP_DOS_3_WW,1,175,1,174
stlucia,NCAP_DOS_3_WW,1,167,1,168
stlucia,NCAP_DOS_3_WW,1,168,1,169
stlucia,NCAP_DOS_3_WW,1,169,1,170
stlucia,NCAP_DOS_3_WW,1,170,1,171
stlucia,NCAP_DOS_3_WW,1,171,1,172
stlucia,NCAP_DOS_3_WW,1,172,1,173
stlucia,NCAP_DOS_3_WW,2,210,2,211
stlucia,NCAP_DOS_3_WW,2,211,2,212
stlucia,NCAP_DOS_3_WW,2,180,2,181
stlucia,NCAP_DOS_3_WW,2,208,2,207
stlucia,NCAP_DOS_3_WW,2,207,2,206
stlucia,NCAP_DOS_3_WW,2,182,2,183
stlucia,NCAP_DOS_3_WW,2,183,2,184
stlucia,NCAP_DOS_3_WW,2,184,2,185
stlucia,NCAP_DOS_3_WW,1,146,1,147
stlucia,NCAP_DOS_3_WW,1,147,1,148
stlucia,NCAP_DOS_3_WW,1,148,1,149
stlucia,NCAP_DOS_3_WW,1,149,1,150
stlucia,NCAP_DOS_3_WW,1,150,1,151
stlucia,NCAP_DOS_3_WW,1,151,1,152
stlucia,NCAP_DOS_3_WW,1,152,1,153
stlucia,NCAP_DOS_3_WW,1,153,1,154
stlucia,NCAP_DOS_3_WW,1,154,1,155
stlucia,NCAP_DOS_3_WW,1,159,1,160
stlucia,NCAP_DOS_3_WW,1,2,1,3
stlucia,NCAP_DOS_3_WW,1,3,1,4
stlucia,NCAP_DOS_3_WW,1,4,1,5
stlucia,NCAP_DOS_3_WW,1,5,1,6
stlucia,NCAP_DOS_3_WW,1,6,1,7
stlucia,NCAP_DOS_3_WW,1,7,1,8
stlucia,NCAP_DOS_3_WW,1,8,1,9
stlucia,NCAP_DOS_3_WW,1,9,1,10
stlucia,NCAP_DOS_3_WW,1,10,1,11
stlucia,NCAP_DOS_3_WW,1,11,1,12
stlucia,NCAP_DOS_3_WW,1,12,1,13
stlucia,NCAP_DOS_3_WW,1,13,1,14
stlucia,NCAP_DOS_3_WW,1,14,1,15
stlucia,NCAP_DOS_3_WW,1,40,1,41
stlucia,NCAP_DOS_3_WW,1,41,1,42
stlucia,NCAP_DOS_3_WW,1,42,1,43
stlucia,NCAP_DOS_3_WW,1,43,1,44
stlucia,NCAP_DOS_3_WW,1,44,1,45
stlucia,NCAP_DOS_3_WW,1,45,1,46
stlucia,NCAP_DOS_3_WW,1,46,1,47
stlucia,NCAP_DOS_3_WW,1,47,1,48
stlucia,NCAP_DOS_3_WW,1,48,1,49
stlucia,NCAP_DOS_3_WW,1,49,1,50
stlucia,NCAP_DOS_3_WW,1,50,1,51
stlucia,NCAP_DOS_3_WW,1,51,1,52
stlucia,NCAP_DOS_3_WW,1,52,1,53
stlucia,NCAP_DOS_3_WW,1,53,1,54
stlucia,NCAP_DOS_3_WW,1,54,1,55
stlucia,NCAP_DOS_3_WW,1,57,1,58
stlucia,NCAP_DOS_3_WW,1,59,1,58
stlucia,NCAP_DOS_3_WW,1,59,1,60
stlucia,NCAP_DOS_3_WW,1,61,1,62
stlucia,NCAP_DOS_3_WW,1,62,1,63
stlucia,NCAP_DOS_3_WW,1,63,1,64
stlucia,NCAP_DOS_3_WW,1,64,1,65
stlucia,NCAP_DOS_3_WW,1,65,1,66
stlucia,NCAP_DOS_3_WW,1,66,1,67
stlucia,NCAP_DOS_3_WW,1,67,1,68
stlucia,NCAP_DOS_3_WW,1,76,1,77
stlucia,NCAP_DOS_3_WW,1,77,1,78
stlucia,NCAP_DOS_3_WW,1,78,1,79
stlucia,NCAP_DOS_3_WW,1,79,1,80
stlucia,NCAP_DOS_3_WW,1,80,1,81
stlucia,NCAP_DOS_3_WW,1,81,1,82
stlucia,NCAP_DOS_3_WW,1,82,1,83
stlucia,NCAP_DOS_3_WW,1,98,1,99
stlucia,NCAP_DOS_3_WW,1,99,1,100
stlucia,NCAP_DOS_3_WW,1,100,1,101
stlucia,NCAP_DOS_3_WW,1,101,1,102
stlucia,NCAP_DOS_3_WW,2,287,2,288
stlucia,NCAP_DOS_3_WW,2,288,2,289
stlucia,NCAP_DOS_3_WW,2,286,2,285
stlucia,NCAP_DOS_3_WW,2,285,2,284
stlucia,NCAP_DOS_3_WW,2,232,2,231
stlucia,NCAP_DOS_3_WW,2,231,2,213
stlucia,NCAP_DOS_3_WW,2,212,2,180
stlucia,NCAP_DOS_3_WW,2,180,2,178
stlucia,NCAP_DOS_3_WW,1,177,1,146
stlucia,NCAP_DOS_3_WW,1,146,1,1
stlucia,NCAP_DOS_3_WW,2,213,2,198
stlucia,NCAP_DOS_3_WW,1,37,1,1
stlucia,NCAP_DOS_3_WW,1,39,1,40
stlucia,NCAP_DOS_3_WW,1,40,1,76
stlucia,NCAP_DOS_3_WW,1,76,1,112
stlucia,NCAP_DOS_3_WW,1,112,1,113
stlucia,NCAP_DOS_3_WW,1,113,1,144
stlucia,NCAP_DOS_3_WW,1,144,2,314
stlucia,NCAP_DOS_3_WW,2,314,2,313
stlucia,NCAP_DOS_3_WW,2,287,2,313
stlucia,NCAP_DOS_3_WW,2,287,2,286
stlucia,NCAP_DOS_3_WW,2,274,2,273
stlucia,NCAP_DOS_3_WW,2,273,2,255
stlucia,NCAP_DOS_3_WW,2,255,2,247
stlucia,NCAP_DOS_3_WW,2,254,2,242
stlucia,NCAP_DOS_3_WW,2,242,2,241
